"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 00:00","2006","12","01","00:00","-19.8","","","M","","M","","","16","","41","","","M","98.43","","","","-34","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 01:00","2006","12","01","01:00","-19.7","","","M","","M","","","16","","41","","","M","98.42","","","","-34","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 02:00","2006","12","01","02:00","-18.9","","","M","","M","","","16","","44","","","M","98.44","","","","-33","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 03:00","2006","12","01","03:00","-19.2","","","M","","M","","","16","","46","","","M","98.43","","","","-34","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 04:00","2006","12","01","04:00","-19.6","","","M","","M","","","16","","54","","","M","98.35","","","","-35","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 05:00","2006","12","01","05:00","-19.5","","","M","","M","","","17","","52","","","M","98.33","","","","-35","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 06:00","2006","12","01","06:00","-19.2","","","M","","M","","","18","","59","","","M","98.26","","","","-35","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 07:00","2006","12","01","07:00","-19.4","","","M","","M","","","18","","59","","","M","98.22","","","","-36","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 08:00","2006","12","01","08:00","-18.1","","","M","","M","","","19","","59","","","M","98.17","","","","-34","","NA"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 09:00","2006","12","01","09:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 10:00","2006","12","01","10:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 11:00","2006","12","01","11:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 12:00","2006","12","01","12:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 13:00","2006","12","01","13:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 14:00","2006","12","01","14:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 15:00","2006","12","01","15:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 16:00","2006","12","01","16:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 17:00","2006","12","01","17:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 18:00","2006","12","01","18:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 19:00","2006","12","01","19:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 20:00","2006","12","01","20:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 21:00","2006","12","01","21:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 22:00","2006","12","01","22:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-01 23:00","2006","12","01","23:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 00:00","2006","12","02","00:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 01:00","2006","12","02","01:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 02:00","2006","12","02","02:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 03:00","2006","12","02","03:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 04:00","2006","12","02","04:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 05:00","2006","12","02","05:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 06:00","2006","12","02","06:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 07:00","2006","12","02","07:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 08:00","2006","12","02","08:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 09:00","2006","12","02","09:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 10:00","2006","12","02","10:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 11:00","2006","12","02","11:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 12:00","2006","12","02","12:00"
"-133.94","68.91","STORM HILLS","220LQJJ","2006-12-02 13:00","2006","12","02","13:00"
