"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 00:00","2014","02","01","00:00","-12.6","","-13.8","","91","","0.0","","34","","8","","","","101.18","","","","-18","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 01:00","2014","02","01","01:00","-13.2","","-14.4","","91","","0.0","","34","","6","","","","101.23","","","","-17","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 02:00","2014","02","01","02:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 03:00","2014","02","01","03:00","","M","","","","M","","M","","M","","M","","","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 04:00","2014","02","01","04:00","-14.6","","-15.9","","90","","0.0","","34","","2","","","","101.43","","","","-16","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 05:00","2014","02","01","05:00","","M","","","","M","","M","","M","","M","","","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 06:00","2014","02","01","06:00","-14.9","","-16.2","","90","","0.0","","","M","1","","","","101.52","","","","-16","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 07:00","2014","02","01","07:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 08:00","2014","02","01","08:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 09:00","2014","02","01","09:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 10:00","2014","02","01","10:00","-14.7","","-16.0","","90","","","M","","M","0","","","","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 11:00","2014","02","01","11:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 12:00","2014","02","01","12:00","-15.2","","-16.6","","89","","0.0","","","M","0","","","","101.76","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 13:00","2014","02","01","13:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 14:00","2014","02","01","14:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 15:00","2014","02","01","15:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 16:00","2014","02","01","16:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 17:00","2014","02","01","17:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 18:00","2014","02","01","18:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 19:00","2014","02","01","19:00","-16.4","","-17.9","","88","","0.0","","","M","0","","","","102.21","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 20:00","2014","02","01","20:00","-16.4","","-17.9","","88","","0.0","","","M","0","","","","102.27","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 21:00","2014","02","01","21:00","-16.4","","-17.9","","88","","0.0","","","M","0","","","","102.33","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 22:00","2014","02","01","22:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-01 23:00","2014","02","01","23:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 00:00","2014","02","02","00:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 01:00","2014","02","02","01:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 02:00","2014","02","02","02:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 03:00","2014","02","02","03:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 04:00","2014","02","02","04:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 05:00","2014","02","02","05:00","-16.6","","-18.2","","88","","","M","","M","0","","","","102.75","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 06:00","2014","02","02","06:00","-18.7","","-20.4","","87","","0.0","","","M","0","","","","102.81","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 07:00","2014","02","02","07:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 08:00","2014","02","02","08:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 09:00","2014","02","02","09:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 10:00","2014","02","02","10:00","-18.0","","-19.6","","87","","","M","","M","0","","","","102.97","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 11:00","2014","02","02","11:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 12:00","2014","02","02","12:00","-16.7","","-18.2","","88","","","M","","M","0","","","","103.03","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 13:00","2014","02","02","13:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 14:00","2014","02","02","14:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 15:00","2014","02","02","15:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 16:00","2014","02","02","16:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 17:00","2014","02","02","17:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 18:00","2014","02","02","18:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 19:00","2014","02","02","19:00","","M","","","","M","","M","","M","","M","","","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 20:00","2014","02","02","20:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 21:00","2014","02","02","21:00","-14.4","","-15.7","","90","","0.0","","","M","0","","","","103.35","","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 22:00","2014","02","02","22:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-02 23:00","2014","02","02","23:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-03 00:00","2014","02","03","00:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2014-02-03 01:00","2014","02","03","01:00","","M","","","","M","","M","","M","","M","","","","M","","","","","NA"
