"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 00:00","2008","02","01","00:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 01:00","2008","02","01","01:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 02:00","2008","02","01","02:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 03:00","2008","02","01","03:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 04:00","2008","02","01","04:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 05:00","2008","02","01","05:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 06:00","2008","02","01","06:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 07:00","2008","02","01","07:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 08:00","2008","02","01","08:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 09:00","2008","02","01","09:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 10:00","2008","02","01","10:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 11:00","2008","02","01","11:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 12:00","2008","02","01","12:00","-35.5","","-38.7","","72","","","","24","","15","","","","99.95","","","","-48","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 13:00","2008","02","01","13:00","-35.0","","-38.2","","73","","","","24","","20","","","","99.94","","","","-49","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 14:00","2008","02","01","14:00","-34.3","","-37.5","","73","","","","24","","26","","","","99.93","","","","-50","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 15:00","2008","02","01","15:00","-33.6","","-36.7","","74","","","","23","","24","","","","99.93","","","","-49","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 16:00","2008","02","01","16:00","-33.9","","-36.9","","74","","","","23","","26","","","","99.96","","","","-50","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 17:00","2008","02","01","17:00","-33.2","","-36.0","","76","","","","23","","20","","","","99.98","","","","-47","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 18:00","2008","02","01","18:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 19:00","2008","02","01","19:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 20:00","2008","02","01","20:00"
"-133.50","68.75","TRAIL VALLEY","220N005","2008-02-01 21:00","2008","02","01","21:00"
